,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,phone_prefix,total_minutes,total_calls,total_charge
1804,CT,125,415,yes,no,0,187.3,118,31.84,160.7,111,13.66,263.8,112,11.87,9.6,2,2.59,0,409,621.4,343,59.96
2140,VT,48,415,no,no,0,197.7,64,33.61,136.7,126,11.62,244.4,81,11.0,13.2,5,3.56,4,384,592.0,276,59.79
1519,CT,134,408,no,no,0,177.2,91,30.12,228.7,105,19.44,194.3,113,8.74,8.9,3,2.4,2,398,609.1,312,60.7
3255,RI,138,510,yes,no,0,286.2,61,48.65,187.2,60,15.91,146.2,114,6.58,11.0,4,2.97,2,411,630.5999999999998,239,74.11
2920,MN,132,510,no,no,0,121.5,88,20.66,253.0,124,21.51,195.7,120,8.81,10.7,4,2.89,1,406,580.9000000000002,336,53.87000000000001
2518,LA,53,415,no,no,0,145.1,116,24.67,233.7,82,19.86,208.7,95,9.39,7.9,5,2.13,2,370,595.4,298,56.05
1698,FL,133,510,no,no,0,201.7,85,34.29,169.4,116,14.4,286.3,80,12.88,6.0,4,1.62,0,392,663.4000000000002,285,63.19
767,WV,148,415,no,yes,26,244.9,150,41.63,118.0,138,10.03,236.0,91,10.62,15.2,4,4.1,2,391,614.1,383,66.38
1767,AL,115,510,no,yes,14,192.3,86,32.69,88.7,90,7.54,229.4,120,10.32,10.5,3,2.84,2,390,520.9,299,53.39
239,AL,73,415,no,no,0,192.2,86,32.67,168.6,116,14.33,139.8,87,6.29,9.4,6,2.54,1,355,510.0,295,55.83
3117,OR,113,415,no,no,0,159.8,143,27.17,210.1,93,17.86,175.1,86,7.88,13.1,7,3.54,2,367,558.1,329,56.45
1507,MN,116,408,no,no,0,197.9,84,33.64,168.1,113,14.29,239.8,145,10.79,12.0,6,3.24,1,408,617.8,348,61.96
2915,WY,58,510,no,no,0,210.1,126,35.72,248.9,108,21.16,158.6,88,7.14,14.4,2,3.89,4,354,632.0,324,67.91
1699,TX,133,408,no,no,0,221.1,133,37.59,160.2,140,13.62,161.8,84,7.28,8.4,3,2.27,4,401,551.4999999999999,360,60.76000000000001
935,MD,86,408,no,no,0,226.3,88,38.47,223.0,107,18.96,255.6,92,11.5,13.0,3,3.51,4,329,717.9,290,72.44000000000003
1005,ND,12,510,yes,no,0,216.7,117,36.84,116.5,126,9.9,220.0,110,9.9,9.8,4,2.65,2,379,563.0,357,59.29
3141,MA,93,415,no,yes,31,237.2,85,40.32,213.1,100,18.11,192.7,87,8.67,10.7,4,2.89,1,368,653.7,276,69.99
1467,DE,67,415,yes,yes,35,181.1,59,30.79,215.9,116,18.35,216.3,106,9.73,16.9,4,4.56,0,413,630.1999999999998,285,63.43000000000001
3083,MO,174,510,no,no,0,235.5,108,40.04,142.3,143,12.1,316.7,131,14.25,12.5,5,3.38,0,342,707.0,387,69.77
1091,ME,59,510,no,no,0,166.3,95,28.27,239.3,87,20.34,123.2,108,5.54,10.0,3,2.7,2,398,538.8000000000002,293,56.85
494,MD,18,408,no,no,0,273.6,93,46.51,114.6,116,9.74,250.6,120,11.28,8.2,4,2.21,1,347,647.0000000000001,333,69.74
921,RI,65,415,no,no,0,111.0,51,18.87,219.8,84,18.68,202.0,89,9.09,4.4,14,1.19,1,385,537.1999999999998,238,47.83
2029,OK,154,415,yes,no,0,145.9,69,24.8,208.2,141,17.7,180.9,106,8.14,14.4,10,3.89,0,374,549.4,326,54.53
969,SC,93,415,no,no,0,190.2,68,32.33,262.2,64,22.29,130.0,92,5.85,8.8,4,2.38,0,372,591.1999999999998,228,62.85
2020,SD,108,415,no,no,0,240.2,78,40.83,230.3,109,19.58,217.0,83,9.76,5.2,1,1.4,2,390,692.7,271,71.57000000000002
3293,RI,95,408,no,no,0,160.0,133,27.2,215.3,98,18.3,188.9,87,8.5,9.1,4,2.46,0,410,573.3000000000002,322,56.46
2101,AK,110,415,no,no,0,148.4,95,25.23,193.8,98,16.47,206.0,106,9.27,6.9,6,1.86,0,394,555.1,305,52.83
3300,SC,111,415,no,yes,21,127.1,94,21.61,228.3,116,19.41,166.7,108,7.5,7.1,3,1.92,1,418,529.1999999999998,321,50.44
2330,IN,69,510,no,no,0,135.4,101,23.02,238.1,124,20.24,195.6,102,8.8,10.6,2,2.86,1,348,579.7,329,54.92
2336,NY,122,415,no,yes,37,163.0,107,27.71,312.8,118,26.59,200.0,85,9.0,11.6,5,3.13,1,403,687.4,315,66.42999999999999
2624,MI,105,415,no,no,0,226.9,106,38.57,182.2,77,15.49,203.9,107,9.18,11.6,2,3.13,0,376,624.6,292,66.37
1788,WI,63,510,no,yes,34,152.2,119,25.87,227.1,91,19.3,195.7,103,8.81,12.3,5,3.32,1,395,587.3,318,57.3
1327,ID,193,415,no,no,0,96.8,92,16.46,142.6,103,12.12,210.1,115,9.45,10.9,5,2.94,2,411,460.4,315,40.97
169,AL,32,510,no,no,0,230.9,87,39.25,187.4,90,15.93,154.0,53,6.93,6.3,2,1.7,0,404,578.5999999999998,232,63.81
439,MI,81,415,no,no,0,153.5,99,26.1,197.6,102,16.8,198.5,86,8.93,6.3,2,1.7,2,408,555.9,289,53.53000000000001
2895,AR,33,415,yes,no,0,164.0,99,27.88,153.1,102,13.01,123.8,104,5.57,6.4,4,1.73,0,411,447.3,309,48.19
88,KY,74,415,no,yes,35,154.1,104,26.2,123.4,84,10.49,202.1,57,9.09,10.9,9,2.94,2,346,490.5,254,48.72
29,HI,49,510,no,no,0,119.3,117,20.28,215.1,109,18.28,178.7,90,8.04,11.1,1,3.0,1,410,524.1999999999998,317,49.6
4,OK,75,415,yes,no,0,166.7,113,28.34,148.3,122,12.61,186.9,121,8.41,10.1,3,2.73,3,330,512.0,359,52.09
2429,MA,101,415,no,yes,21,238.0,88,40.46,209.6,84,17.82,233.0,95,10.49,10.0,5,2.7,2,400,690.6,272,71.47
238,WY,215,510,no,no,0,83.6,148,14.21,120.9,91,10.28,226.6,110,10.2,10.7,9,2.89,0,393,441.8,358,37.58
3214,OK,149,510,yes,no,0,180.9,79,30.75,194.9,83,16.57,197.8,109,8.9,8.8,9,2.38,3,365,582.4,280,58.6
1193,NM,119,415,yes,yes,15,160.0,95,27.2,209.5,110,17.81,82.3,107,3.7,8.7,5,2.35,5,352,460.5,317,51.06
2390,NY,122,510,no,no,0,145.6,102,24.75,284.7,111,24.2,228.2,91,10.27,12.2,5,3.29,0,397,670.7,309,62.51
2031,IA,130,510,no,no,0,139.1,72,23.65,246.0,112,20.91,207.2,121,9.32,11.4,9,3.08,5,408,603.6999999999998,314,56.96
1288,MA,56,510,no,no,0,253.2,95,43.04,188.0,116,15.98,142.0,133,6.39,4.4,4,1.19,1,401,587.6,348,66.6
305,MO,196,415,no,no,0,234.0,109,39.78,249.5,114,21.21,173.1,70,7.79,9.1,5,2.46,2,393,665.7,298,71.24
2660,NJ,88,415,no,no,0,301.5,136,51.26,257.7,72,21.9,132.9,118,5.98,13.4,2,3.62,4,347,705.5,328,82.76
2061,SD,125,510,no,yes,34,268.4,112,45.63,222.2,108,18.89,117.6,102,5.29,10.3,3,2.78,0,393,618.4999999999999,325,72.59000000000002
477,GA,141,510,no,yes,23,149.7,112,25.45,162.5,118,13.81,220.3,115,9.91,7.6,2,2.05,3,403,540.1,347,51.22
2138,WY,124,415,no,no,0,178.3,102,30.31,235.0,120,19.98,239.7,119,10.79,10.9,1,2.94,3,422,663.9,342,64.02
2996,VA,113,408,no,yes,34,44.9,63,7.63,134.2,82,11.41,168.4,118,7.58,13.3,3,3.59,1,348,360.8,266,30.21
2560,MN,61,415,no,no,0,197.3,67,33.54,264.5,106,22.48,210.5,116,9.47,9.0,6,2.43,1,409,681.3,295,67.92
3030,MI,37,415,no,no,0,191.4,116,32.54,167.4,99,14.23,216.5,112,9.74,14.0,5,3.78,3,386,589.3,332,60.29
2328,KY,122,415,no,no,0,168.3,96,28.61,87.6,91,7.45,247.2,87,11.12,8.4,6,2.27,1,363,511.5,280,49.45
1111,MO,55,510,no,no,0,189.0,100,32.13,118.5,99,10.07,248.1,87,11.16,17.1,6,4.62,0,362,572.7,292,57.98
976,KY,104,415,no,no,0,130.5,77,22.19,131.2,117,11.15,264.7,63,11.91,13.0,6,3.51,0,330,539.4,263,48.76
999,NC,165,415,no,no,0,207.7,109,35.31,164.8,94,14.01,54.5,91,2.45,7.9,3,2.13,0,330,434.9,297,53.90000000000001
3286,OH,106,415,no,yes,30,220.1,105,37.42,222.2,109,18.89,158.4,96,7.13,13.1,8,3.54,0,352,613.8,318,66.98
2585,NJ,96,510,no,no,0,150.0,122,25.5,218.5,116,18.57,212.4,89,9.56,9.8,1,2.65,3,368,590.6999999999998,328,56.28
2699,AL,136,510,no,no,0,109.4,91,18.6,207.5,111,17.64,135.0,107,6.08,11.6,5,3.13,0,352,463.5,314,45.45
1953,WA,137,408,no,no,0,208.8,120,35.5,225.3,100,19.15,221.6,130,9.97,11.1,5,3.0,0,357,666.8000000000002,355,67.62
1046,RI,158,510,no,no,0,220.9,129,37.55,242.2,108,20.59,233.3,75,10.5,6.4,5,1.73,0,365,702.8000000000002,317,70.37
2450,NY,137,510,no,no,0,109.8,120,18.67,230.5,86,19.59,255.8,103,11.51,11.9,6,3.21,1,338,608.0,315,52.98
2681,SC,121,415,no,no,0,144.8,126,24.62,200.6,82,17.05,208.8,81,9.4,13.3,9,3.59,0,415,567.5,298,54.66
2005,NY,119,415,no,no,0,133.4,102,22.68,204.6,71,17.39,196.9,103,8.86,11.1,7,3.0,1,343,546.0,283,51.93
561,RI,53,408,no,yes,18,146.8,107,24.96,310.0,84,26.35,178.7,130,8.04,7.2,7,1.94,0,422,642.7,328,61.29
2413,NJ,59,510,no,no,0,195.0,58,33.15,198.5,88,16.87,304.3,110,13.69,14.8,9,4.0,0,352,712.5999999999998,265,67.71
842,OR,67,415,yes,no,0,120.9,58,20.55,235.0,88,19.98,95.1,130,4.28,11.4,11,3.08,2,366,462.4,287,47.89
1444,WV,79,415,no,no,0,222.3,99,37.79,146.2,82,12.43,275.6,82,12.4,8.9,4,2.4,3,359,653.0,267,65.02
496,CA,93,415,no,yes,36,178.7,134,30.38,178.6,102,15.18,126.8,82,5.71,8.0,4,2.16,2,356,492.1,322,53.43000000000001
1922,GA,71,415,no,no,0,258.4,132,43.93,126.8,119,10.78,182.4,87,8.21,9.7,8,2.62,4,391,577.3000000000002,346,65.54
2165,MO,160,415,no,no,0,171.2,103,29.1,243.5,121,20.7,178.2,92,8.02,13.0,3,3.51,2,347,605.9,319,61.32999999999999
876,CO,137,415,no,no,0,127.0,107,21.59,323.2,75,27.47,143.9,127,6.48,7.5,2,2.03,1,379,601.6,311,57.57000000000001
2236,KS,128,510,no,no,0,268.1,95,45.58,120.5,126,10.24,220.8,121,9.94,14.4,6,3.89,2,397,623.8000000000002,348,69.65
1601,AR,99,510,yes,no,0,242.3,102,41.19,350.9,102,29.83,163.1,93,7.34,11.3,3,3.05,0,387,767.6,300,81.41
718,AK,127,408,no,no,0,182.3,124,30.99,169.9,110,14.44,184.0,116,8.28,9.3,3,2.51,1,383,545.5,353,56.22
2939,AL,72,415,no,no,0,166.5,102,28.31,261.0,103,22.19,262.7,85,11.82,13.3,5,3.59,0,341,703.5,295,65.91
1145,ID,31,415,no,no,0,177.3,129,30.14,152.8,105,12.99,162.9,92,7.33,5.1,2,1.38,0,389,498.1,328,51.84
851,MA,136,408,yes,no,0,199.6,89,33.93,211.4,96,17.97,72.4,84,3.26,11.0,4,2.97,3,367,494.4,273,58.13
726,WV,82,408,no,no,0,143.7,116,24.43,170.7,99,14.51,287.7,95,12.95,7.8,5,2.11,1,388,609.8999999999999,315,54.0
3170,CT,67,415,no,no,0,115.5,70,19.64,252.2,143,21.44,208.9,91,9.4,7.5,6,2.03,0,418,584.1,310,52.51
1886,ID,224,510,no,no,0,111.4,133,18.94,175.0,66,14.88,217.2,106,9.77,5.5,6,1.49,3,360,509.1,311,45.08000000000001
2051,IL,55,415,yes,no,0,269.6,121,45.83,171.7,91,14.59,219.0,98,9.86,8.2,6,2.21,1,398,668.5,316,72.49
1715,NC,83,510,no,yes,36,95.9,87,16.3,261.6,105,22.24,228.6,109,10.29,13.3,4,3.59,0,366,599.4,305,52.42
2796,HI,24,415,no,no,0,235.6,132,40.05,115.9,129,9.85,185.4,136,8.34,16.2,2,4.37,0,329,553.1,399,62.60999999999999
2918,MA,58,408,no,no,0,174.4,112,29.65,265.8,122,22.59,182.4,87,8.21,0.0,0,0.0,4,411,622.6,321,60.45
1628,WY,131,510,no,no,0,110.9,74,18.85,115.6,90,9.83,190.5,114,8.57,15.8,9,4.27,1,408,432.8,287,41.52
2364,CT,54,415,no,yes,33,161.8,73,27.51,273.0,58,23.21,153.9,76,6.93,13.7,4,3.7,0,387,602.4000000000002,211,61.35
2317,AL,106,415,no,no,0,212.9,110,36.19,187.0,69,15.9,128.1,71,5.76,6.3,3,1.7,3,349,534.3,253,59.55
145,MI,140,415,no,no,0,231.9,101,39.42,160.1,94,13.61,110.4,98,4.97,14.3,6,3.86,3,419,516.6999999999998,299,61.86
663,VT,152,415,no,no,0,197.1,126,33.51,130.1,76,11.06,78.1,100,3.51,7.4,4,2.0,3,418,412.69999999999993,306,50.08
2695,WI,72,408,no,no,0,179.9,113,30.58,149.8,112,12.73,168.2,79,7.57,9.8,7,2.65,2,383,507.7000000000001,311,53.53
2766,VA,146,415,yes,no,0,111.1,126,18.89,313.4,95,26.64,215.7,82,9.71,10.5,6,2.84,1,391,650.7,309,58.08
585,AR,110,408,no,no,0,55.3,102,9.4,164.7,124,14.0,200.7,108,9.03,10.2,5,2.75,1,373,430.9,339,35.18
2411,WI,165,408,no,no,0,156.0,88,26.52,276.1,81,23.47,175.9,94,7.92,9.3,5,2.51,1,360,617.3,268,60.42
523,MO,61,408,no,no,0,45.0,108,7.65,151.3,74,12.86,152.9,94,6.88,9.8,6,2.65,2,364,359.00000000000006,282,30.04
1610,RI,104,408,yes,no,0,160.4,73,27.27,293.9,103,24.98,306.6,90,13.8,12.6,5,3.4,4,382,773.5,271,69.45
2128,MT,73,408,no,yes,26,131.2,98,22.3,106.5,97,9.05,221.7,96,9.98,10.2,6,2.75,2,394,469.6,297,44.08
1942,MO,42,415,no,no,0,184.5,98,31.37,200.5,93,17.04,279.2,91,12.56,8.8,3,2.38,2,410,673.0,285,63.35
250,OR,33,415,no,yes,29,157.4,99,26.76,117.9,80,10.02,279.2,79,12.56,13.9,11,3.75,4,380,568.4,269,53.09
2763,NC,116,408,no,yes,19,155.7,104,26.47,185.4,118,15.76,192.7,116,8.67,8.2,2,2.21,3,338,542.0,340,53.11
2444,TX,121,415,no,yes,31,263.1,70,44.73,279.3,118,23.74,127.1,143,5.72,9.7,4,2.62,5,408,679.2000000000003,335,76.81
1540,HI,117,408,no,no,0,102.3,100,17.39,135.2,104,11.49,199.7,93,8.99,15.7,10,4.24,3,416,452.9,307,42.11000000000001
87,WV,111,510,no,no,0,214.3,118,36.43,208.5,76,17.72,182.4,98,8.21,12.0,2,3.24,1,412,617.2,294,65.6
3000,NJ,87,510,no,no,0,223.2,109,37.94,127.5,86,10.84,289.3,83,13.02,14.5,4,3.92,3,387,654.5,282,65.72
3156,IN,64,408,no,no,0,113.8,97,19.35,192.3,97,16.35,214.9,89,9.67,10.4,1,2.81,3,350,531.4,284,48.18000000000001
2687,MN,125,415,yes,yes,29,260.8,81,44.34,163.7,112,13.91,271.7,117,12.23,17.0,6,4.59,1,390,713.2,316,75.07000000000002
2038,TX,136,408,no,no,0,269.8,106,45.87,228.8,101,19.45,257.5,106,11.59,10.1,8,2.73,1,335,766.2,321,79.64
1188,WA,29,415,no,no,0,157.4,122,26.76,145.0,75,12.33,281.8,92,12.68,9.3,2,2.51,1,397,593.5,291,54.28
2815,RI,120,415,no,yes,23,221.9,114,37.72,254.7,84,21.65,250.5,117,11.27,7.2,5,1.94,2,377,734.3000000000002,320,72.58
451,KS,86,408,no,yes,23,225.5,107,38.34,246.3,105,20.94,245.7,81,11.06,9.8,2,2.65,0,339,727.3,295,72.99000000000002
1062,RI,190,415,no,yes,26,116.7,71,19.84,145.9,88,12.4,175.1,103,7.88,9.9,3,2.67,1,361,447.6,265,42.790000000000006
2876,NV,124,415,no,no,0,234.4,61,39.85,179.3,111,15.24,285.5,117,12.85,10.4,6,2.81,3,368,709.6,295,70.75
255,FL,106,408,no,yes,32,165.9,126,28.2,216.5,93,18.4,173.1,86,7.79,14.1,8,3.81,4,385,569.6,313,58.2
708,ID,83,415,yes,yes,32,94.7,111,16.1,154.4,98,13.12,200.4,109,9.02,10.6,6,2.86,2,345,460.1,324,41.1
1375,VT,84,415,no,yes,42,214.3,112,36.43,188.2,107,16.0,333.5,117,15.01,11.3,10,3.05,0,403,747.3,346,70.49
608,WY,28,415,no,no,0,187.8,94,31.93,248.6,86,21.13,208.8,124,9.4,10.6,5,2.86,0,392,655.8000000000002,309,65.32000000000001
347,VT,162,510,no,no,0,220.6,117,37.5,155.2,121,13.19,186.7,89,8.4,10.5,11,2.84,1,375,573.0,338,61.92999999999999
495,FL,161,415,yes,no,0,156.1,114,26.54,180.3,63,15.33,179.6,115,8.08,11.1,9,3.0,2,390,527.1,301,52.95
2025,IN,119,510,no,no,0,154.5,129,26.27,193.6,87,16.46,180.9,145,8.14,13.4,3,3.62,2,382,542.4,364,54.49
2014,SD,87,510,no,no,0,184.5,81,31.37,172.0,103,14.62,183.4,96,8.25,13.7,3,3.7,3,363,553.6,283,57.94000000000001
3106,DC,119,408,no,yes,26,132.0,100,22.44,173.3,121,14.73,203.5,108,9.16,11.6,5,3.13,1,418,520.4,334,49.46
1099,HI,157,415,no,no,0,276.2,95,46.95,165.8,119,14.09,151.6,79,6.82,2.2,4,0.59,3,333,595.8000000000002,297,68.45000000000002
3228,OR,27,510,no,no,0,232.1,81,39.46,210.8,101,17.92,165.4,87,7.44,15.0,6,4.05,5,355,623.3,275,68.87
2829,MS,130,510,no,yes,26,257.2,108,43.72,224.3,122,19.07,204.0,118,9.18,12.6,4,3.4,1,402,698.1,352,75.37
515,ID,148,510,no,yes,14,93.6,137,15.91,193.8,72,16.47,144.9,84,6.52,17.5,5,4.73,1,421,449.8,298,43.63
2720,MI,158,415,no,no,0,195.9,103,33.3,89.1,95,7.57,302.2,82,13.6,10.3,3,2.78,1,348,597.5,283,57.25
517,OK,52,408,no,no,0,214.7,68,36.5,158.6,138,13.48,123.4,114,5.55,9.4,4,2.54,2,389,506.09999999999985,324,58.07
2873,NJ,35,408,no,no,0,158.6,67,26.96,130.4,96,11.08,229.8,80,10.34,6.9,5,1.86,2,337,525.6999999999998,248,50.24
2046,VT,120,415,no,no,0,149.2,98,25.36,193.6,88,16.46,248.9,119,11.2,11.1,5,3.0,1,338,602.8,310,56.02
394,WI,16,510,no,no,0,229.6,78,39.03,205.7,108,17.48,166.2,91,7.48,10.8,2,2.92,0,405,612.3,279,66.91000000000001
333,DE,108,510,no,no,0,169.6,99,28.83,264.1,87,22.45,206.3,78,9.28,9.3,4,2.51,0,365,649.3,268,63.07
1363,OK,117,415,no,yes,31,104.9,115,17.83,237.6,125,20.2,263.4,104,11.85,7.7,6,2.08,3,394,613.6,350,51.96
2167,CA,120,510,no,no,0,134.8,94,22.92,204.1,106,17.35,238.4,109,10.73,6.7,8,1.81,1,339,584.0,317,52.81
2546,MA,90,408,no,no,0,157.9,72,26.84,234.0,93,19.89,210.0,86,9.45,12.2,5,3.29,2,406,614.1,256,59.47000000000001
1390,NY,40,510,no,no,0,115.7,105,19.67,127.8,113,10.86,107.5,91,4.84,9.3,6,2.51,1,379,360.3,315,37.88
330,FL,116,510,no,no,0,192.1,98,32.66,312.9,135,26.6,130.2,94,5.86,7.9,2,2.13,3,338,643.1,329,67.25
2322,GA,109,510,no,yes,35,230.5,116,39.19,265.8,130,22.59,269.7,69,12.14,10.6,6,2.86,5,328,776.6,321,76.78
2742,WV,145,408,no,yes,31,216.0,94,36.72,225.1,123,19.13,234.7,109,10.56,10.7,1,2.89,2,346,686.5,327,69.3
28,MO,20,415,no,no,0,190.0,109,32.3,258.2,84,21.95,181.5,102,8.17,6.3,6,1.7,0,353,636.0,301,64.12
1582,WA,86,510,no,no,0,150.5,92,25.59,120.3,95,10.23,271.2,96,12.2,9.0,2,2.43,1,387,551.0,285,50.45
1480,WI,78,408,no,no,0,87.0,102,14.79,193.6,64,16.46,205.8,120,9.26,11.0,5,2.97,0,408,497.4,291,43.48
3146,MS,143,510,no,no,0,155.4,112,26.42,290.9,92,24.73,228.4,91,10.28,13.9,5,3.75,1,406,688.5999999999998,300,65.18
1372,CT,80,408,no,no,0,118.1,90,20.08,144.3,77,12.27,225.1,86,10.13,8.2,6,2.21,1,374,495.7,259,44.69
979,OR,161,415,no,no,0,105.4,70,17.92,214.8,122,18.26,223.6,126,10.06,7.8,5,2.11,0,353,551.6,323,48.35000000000001
800,MN,96,415,no,yes,27,261.3,96,44.42,220.9,101,18.78,179.4,97,8.07,11.3,2,3.05,1,330,672.9,296,74.32000000000002
3080,MI,82,415,no,no,0,135.4,102,23.02,237.1,122,20.15,118.3,91,5.32,17.5,4,4.73,0,415,508.3,319,53.22
1037,RI,87,510,yes,no,0,134.2,80,22.81,165.0,71,14.03,173.1,102,7.79,10.7,5,2.89,0,421,483.0,258,47.52
897,DC,108,408,no,yes,35,215.9,106,36.7,200.6,107,17.05,195.4,107,8.79,15.5,7,4.19,0,399,627.4,327,66.73
1373,SC,108,415,no,no,0,112.0,105,19.04,193.7,110,16.46,208.9,93,9.4,4.1,4,1.11,4,399,518.7,312,46.01
807,GA,56,415,no,yes,30,127.1,89,21.61,172.1,116,14.63,194.6,111,8.76,12.1,3,3.27,1,417,505.9,319,48.27
615,UT,48,510,no,yes,43,172.0,111,29.24,200.2,64,17.02,233.1,96,10.49,8.0,5,2.16,1,340,613.3,276,58.91
980,TX,50,510,no,no,0,188.9,94,32.11,203.9,104,17.33,151.8,124,6.83,11.6,8,3.13,3,395,556.2,330,59.4
3056,IL,131,510,no,no,0,263.4,123,44.78,151.9,74,12.91,218.5,101,9.83,10.7,2,2.89,2,394,644.5,300,70.41
1437,WI,126,415,yes,yes,34,244.9,118,41.63,219.6,105,18.67,210.8,136,9.49,9.7,6,2.62,4,378,685.0,365,72.41000000000003
1754,NC,54,415,yes,no,0,190.5,108,32.39,259.7,108,22.07,141.5,111,6.37,9.7,2,2.62,2,407,601.4000000000002,329,63.45
757,UT,112,415,no,no,0,115.8,108,19.69,243.3,111,20.68,184.6,78,8.31,13.1,5,3.54,1,358,556.8000000000002,302,52.22000000000001
3058,AL,112,510,no,no,0,189.4,83,32.2,219.0,89,18.62,168.0,116,7.56,7.1,8,1.92,3,339,583.5,296,60.30000000000001
2908,NV,148,415,no,no,0,279.3,104,47.48,201.6,87,17.14,280.8,99,12.64,7.9,2,2.13,2,406,769.6,292,79.39
3028,NV,129,415,no,no,0,150.0,98,25.5,232.4,101,19.75,261.2,123,11.75,12.5,6,3.38,1,420,656.0999999999998,328,60.38
2164,NC,115,510,yes,no,0,251.3,69,42.72,252.5,96,21.46,118.3,112,5.32,9.9,1,2.67,3,329,632.0,278,72.17
2281,NC,107,415,no,yes,38,204.2,57,34.71,205.9,92,17.5,286.5,80,12.89,8.3,4,2.24,0,376,704.9,233,67.33999999999999
2773,NJ,134,510,no,yes,34,247.2,105,42.02,225.5,133,19.17,186.3,76,8.38,6.1,5,1.65,2,373,665.1,319,71.22000000000001
1258,RI,107,510,yes,no,0,194.4,83,33.05,247.8,84,21.06,245.4,93,11.04,11.2,7,3.02,2,422,698.8000000000002,267,68.17
1077,NY,108,415,no,no,0,154.2,123,26.21,112.3,86,9.55,246.4,75,11.09,15.4,4,4.16,4,344,528.3,288,51.01000000000001
1735,CO,119,408,no,no,0,124.3,68,21.13,207.1,88,17.6,157.4,93,7.08,14.8,1,4.0,0,368,503.6,250,49.81
1280,NC,58,510,no,no,0,112.2,95,19.07,209.6,108,17.82,260.9,78,11.74,13.9,1,3.75,0,375,596.6,282,52.38
3189,WA,76,510,yes,no,0,246.8,110,41.96,206.3,63,17.54,208.4,123,9.38,13.2,5,3.56,0,345,674.7,301,72.44
3295,TN,110,415,no,no,0,227.7,88,38.71,170.0,96,14.45,128.7,57,5.79,11.7,5,3.16,1,391,538.1,246,62.11
550,AK,111,415,no,no,0,172.8,58,29.38,183.1,108,15.56,158.8,104,7.15,7.9,3,2.13,4,364,522.6,273,54.22
2320,ND,110,415,no,no,0,135.1,109,22.97,205.2,99,17.44,166.3,119,7.48,11.7,4,3.16,1,338,518.3,331,51.05
2329,AL,137,415,no,no,0,104.7,115,17.8,249.8,144,21.23,192.3,99,8.65,8.9,2,2.4,1,350,555.6999999999998,360,50.08
2103,NH,74,408,no,no,0,298.1,112,50.68,201.3,100,17.11,214.7,88,9.66,9.7,4,2.62,2,413,723.8000000000002,304,80.07
1389,OH,94,510,no,no,0,194.1,62,33.0,227.2,54,19.31,190.4,115,8.57,15.3,4,4.13,1,367,626.9999999999999,235,65.01
664,ND,147,408,no,no,0,205.3,95,34.9,166.7,128,14.17,240.6,84,10.83,7.8,4,2.11,1,358,620.4,311,62.01
215,LA,93,415,no,no,0,179.3,93,30.48,178.6,98,15.18,225.2,131,10.13,11.5,6,3.11,3,337,594.5999999999998,328,58.9
335,KY,151,408,no,yes,17,214.7,97,36.5,138.5,90,11.77,169.1,44,7.61,8.6,4,2.32,1,396,530.9,235,58.2
3090,SC,111,510,no,no,0,78.3,119,13.31,198.2,94,16.85,248.5,94,11.18,12.1,4,3.27,1,407,537.1,311,44.61000000000001
1273,MT,28,415,no,no,0,121.7,48,20.69,125.8,112,10.69,261.6,122,11.77,8.3,2,2.24,6,357,517.4,284,45.39000000000001
1268,NJ,131,415,no,no,0,211.8,115,36.01,260.5,102,22.14,144.2,96,6.49,10.8,7,2.92,0,411,627.3,320,67.56
2777,WI,20,408,no,no,0,186.8,89,31.76,253.4,51,21.54,273.1,105,12.29,12.3,6,3.32,2,344,725.6,251,68.91
384,OH,84,408,no,no,0,159.5,125,27.12,247.1,90,21.0,187.9,82,8.46,7.2,4,1.94,2,336,601.7,301,58.52
177,MI,127,415,no,no,0,202.1,103,34.36,229.4,86,19.5,195.2,113,8.78,11.5,3,3.11,2,401,638.2,305,65.75
2942,GA,117,415,yes,no,0,287.4,118,48.86,259.6,84,22.07,153.2,86,6.89,10.0,3,2.7,1,328,710.2,291,80.52000000000002
3254,IL,57,415,no,yes,30,179.2,105,30.46,283.2,83,24.07,228.1,77,10.26,14.7,5,3.97,1,403,705.2,270,68.76
407,DE,122,510,no,no,0,157.1,134,26.71,184.9,122,15.72,197.2,59,8.87,8.5,5,2.3,4,332,547.7,320,53.6
1981,ME,66,510,no,no,0,118.0,133,20.06,248.1,99,21.09,214.4,122,9.65,5.3,5,1.43,1,331,585.8,359,52.23
2058,CT,97,415,no,no,0,215.3,58,36.6,242.4,91,20.6,279.8,105,12.59,12.1,9,3.27,0,374,749.6,263,73.06
137,FL,91,510,no,no,0,203.1,106,34.53,210.1,113,17.86,195.6,129,8.8,12.0,3,3.24,3,379,620.8,351,64.42999999999999
1988,AZ,59,408,no,no,0,150.2,70,25.53,185.7,98,15.78,212.5,128,9.56,12.1,2,3.27,1,385,560.5,298,54.14000000000001
1584,MT,94,510,no,no,0,163.5,136,27.8,143.7,111,12.21,253.4,82,11.4,12.6,5,3.4,1,352,573.2,334,54.81
